Site_ID,New_ID,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Ecoregion_Name,Habitat_Type,Starting_Year,Ending_Year,Start_Date,End_Date,N_samples,Depth,Distance_to_shore,Exposure,Turbidity,Grav_tot,Initial_Cover,Initial_Algae,Cyclone_Freq,r_coeff,A_coeff,C_coeff,F_coeff,D_coeff,Analysis_Type,Mean_DHW_DR,Max_DHW_DR,SD_DHW_DR,Heatwaves_4_Number_DR,Heatwaves_8_Number_DR,Cyclone_Number_DR,Mean_Windspeed_DR,Number_of_Disturbances_DR,Velocity,Velocity_distance,Historical_Max_SST,Hist_Max_SST_distance,Skewness,Skewness_distance,Kurtosis,Kurtosis_distance,Max_Windspeed_DR,Low_DHW_Freq,High_DHW_Freq,Low_DHW_Freq_Prior,High_DHW_Freq_Prior,DHW_Freq_Prior,High_DHW_Number_DR,Low_DHW_Number_DR,Population,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Reef_Density_1km,Reef_Density_10km,Reef_Density_100km,Country_Name,Citation
1055,10550002,-21.999617,152.471183,Pacific,"Pompey & Swain Reefs, South-east GBR",Outer Reef Flat,2010,2016,1/17/2010,1/17/2016,4,NA,183309.46,Sheltered,0.07,1,4.2,92.4,0.1,0.424265969,NA,NA,NA,NA,Exp_NLS,0.096622547,1.58,0.32473467,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.080538394,NA,NA,0.155588046,30.35,2.06,0.49,3.96,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1056,10560001,-21.99795,152.668567,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,1994,2002,11/15/1994,9/7/2002,9,NA,202944.12,Exposed,0.08,1,21.63,47.78,0.125,0.090000978,55.32553629,0.239710048,3.083082857,21.63,Gompertz_NLS,0.25573782,4.81,0.838122604,1,0,0,0,1,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.103634299,NA,NA,0.155588046,30.55,1.98,3.75,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1056,10560002,-21.99795,152.668567,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2010,2016,1/15/2010,1/20/2016,7,NA,202944.12,Exposed,0.08,1,32.5,38.2,0.1,0.065316881,45.98222917,0.951768366,2.898118572,32.5,Gompertz_NLS,0.135396175,2.23,0.424815091,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.120834253,NA,NA,0.155588046,30.55,1.98,3.75,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1057,10570001,-21.9903,152.6529,Pacific,"Pompey & Swain Reefs, South-east GBR",Outer Reef Flat,2006,2016,1/7/2006,1/19/2016,6,NA,201494.59,Exposed,0.08,1,11.42,74.17,0.083333333,0.387885243,41.8485,0.725415467,1.175815217,11.42,Gompertz_NLS,0.154527838,2.23,0.429736596,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144211774,NA,NA,0.155588046,30.07,1.97,0.46,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1058,10580001,-21.987867,152.656367,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Crest,2006,2010,1/7/2006,1/16/2010,3,NA,201964.94,Exposed,0.08,1,18.65,58.17,0.083333333,0.401961623,NA,NA,NA,NA,Exp_Equation,0.182897959,1.78,0.435329703,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144211774,NA,NA,0.155588046,30.07,1.97,8.4,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1058,10580002,-21.987867,152.656367,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Crest,2012,2016,1/8/2012,1/19/2016,3,NA,201964.94,Exposed,0.08,1,40.1,36.5,0.095238095,0.079341117,NA,NA,NA,NA,Exp_Equation,0.063736413,0.63,0.158150961,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.111905979,NA,NA,0.155588046,30.07,1.97,8.4,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1059,10590001,-21.985383,152.659383,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2006,2016,1/7/2006,1/19/2016,6,NA,202208.59,Exposed,0.08,1,25.9,53.5,0.083333333,0.179150746,42.43,1.060736831,0.955579196,25.9,Gompertz_NLS,0.154527838,2.23,0.429736596,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144211774,NA,NA,0.155588046,30.07,1.97,8.4,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1060,10600001,-21.982667,152.48295,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2000,2008,9/8/2000,11/28/2008,7,NA,185623.99,Sheltered,0.07,1,5.61,75.9,0.1,0.315349267,NA,NA,NA,NA,Exp_NLS,0.282967033,4.45,0.851219266,1,0,0,0,1,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.064647538,NA,NA,0.155588046,30.27,2.04,2.92,3.96,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1060,10600002,-21.982667,152.48295,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2017,12/12/2010,1/21/2017,4,NA,185623.99,Sheltered,0.07,1,5.4,92.2,0.1,0.375926365,42.48112043,0.445478761,2.934082804,5.4,Gompertz_NLS,0.048924731,0.79,0.161074133,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.077717449,NA,NA,0.155588046,30.27,2.04,2.92,3.96,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1061,10610001,-21.979133,152.482583,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2000,2008,9/8/2000,11/28/2008,7,NA,186106.98,Sheltered,0.07,1,3.5,83.67,0.1,0.332758583,NA,NA,NA,NA,Exp_NLS,0.282967033,4.45,0.851219266,1,0,0,0,1,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.064647538,NA,NA,0.155588046,30.27,2.04,1.12,3.96,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1061,10610002,-21.979133,152.482583,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2017,12/12/2010,1/21/2017,4,NA,186106.98,Sheltered,0.07,1,6.9,90.9,0.1,0.250392776,NA,NA,NA,NA,Exp_NLS,0.048924731,0.79,0.161074133,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.077717449,NA,NA,0.155588046,30.27,2.04,1.12,3.96,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1062,10620001,-21.975817,152.479717,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1999,2008,11/26/1999,11/28/2008,8,NA,185579.53,Sheltered,0.07,1,1.79,83.66,0.103448276,0.30701133,NA,NA,NA,NA,Exp_NLS,0.258282675,4.45,0.817144394,1,0,0,0,1,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.068109722,NA,NA,0.155588046,30.01,2.06,3.04,3.96,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1062,10620002,-21.975817,152.479717,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2017,12/12/2010,1/20/2017,4,NA,185579.53,Sheltered,0.07,1,6.5,92,0.1,0.259003464,NA,NA,NA,NA,Exp_NLS,0.048946661,0.79,0.161106912,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.077717449,NA,NA,0.155588046,30.01,2.06,3.04,3.96,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1064,10640001,-21.9623,152.31275,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2020,1/18/2010,1/14/2020,6,NA,169472.08,Sheltered,0.06,1,5.4,93.3,0.1,0.718387049,52.70732943,1.105467078,3.941924132,5.4,Gompertz_NLS,0.160348136,3.36,0.534752007,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.080529509,NA,NA,0.155588046,30.18,2.09,2.96,2.32,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1065,10650001,-21.96115,152.316733,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2020,1/18/2010,1/13/2020,6,NA,170087.57,Sheltered,0.06,1,2.7,96.1,0.1,0.477554419,48.2049301,0.535194667,4.850900117,2.7,Gompertz_NLS,0.160392103,3.36,0.534818741,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.080529509,NA,NA,0.155588046,30.12,2.08,2.96,2.32,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1066,10660001,-21.9573,152.610183,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2006,2016,1/8/2006,1/18/2016,6,NA,198501.9,Exposed,0.08,0,4.5,87.49,0.083333333,0.322027255,100,0.2796911,6.685853205,4.5,Gompertz_NLS,0.134729656,2.23,0.420960999,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144192784,NA,NA,0.155588046,29.99,1.98,6.59,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1067,10670001,-21.954433,152.613,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2006,2016,1/8/2006,1/18/2016,6,NA,198967.06,Exposed,0.08,0,8.1,90.1,0.083333333,0.355974317,71.05794286,0.398784187,3.336204444,8.1,Gompertz_NLS,0.134729656,2.23,0.420960999,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144192784,NA,NA,0.155588046,29.99,1.98,6.59,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1068,10680001,-21.950183,152.6149,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2006,2016,1/8/2006,1/18/2016,6,NA,199069.87,Exposed,0.08,0,21.8,72.9,0.083333333,0.155255461,72.76123764,0.394088018,3.842045598,21.8,Gompertz_NLS,0.134729656,2.23,0.420960999,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144192784,NA,NA,0.155588046,29.79,1.95,6.59,2.15,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1069,10690001,-21.8743,152.522633,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2006,2018,1/9/2006,1/19/2018,7,NA,193215.58,Sheltered,0.07,0,6.21,89.28,0.083333333,0.313128735,52.33124462,0.368708455,3.849507787,6.21,Gompertz_NLS,0.125315274,1.6,0.344878014,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144173799,NA,NA,0.155588046,30.11,2.02,4.8,1.54,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1070,10700001,-21.870917,152.524683,Pacific,"Pompey & Swain Reefs, South-east GBR",Outer Reef Flat,2006,2013,1/9/2006,11/25/2013,5,NA,193538.53,Sheltered,0.07,0,7.31,91.79,0.083333333,0.274424081,NA,NA,NA,NA,Exp_NLS,0.12243309,1.6,0.356057246,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144173799,NA,NA,0.155588046,30.36,2,4.8,1.54,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1070,10700002,-21.870917,152.524683,Pacific,"Pompey & Swain Reefs, South-east GBR",Outer Reef Flat,2016,2018,1/13/2016,1/19/2018,2,NA,193538.53,Sheltered,0.07,0,47.8,48.9,0.086956522,0.061902275,NA,NA,NA,NA,Exp_Equation,0.20063772,1.42,0.411653282,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.097324682,NA,NA,0.155588046,30.36,2,4.8,1.54,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1071,10710001,-21.870483,152.184267,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1992,2002,10/1/1992,9/11/2002,10,NA,161676.46,Sheltered,0.05,1,27.26,47.49,0.181818182,0.083180916,72.2244708,0.284400769,5.546869197,27.26,Gompertz_NLS,0.159592511,3.57,0.515521623,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.132872224,NA,NA,0.155588046,29.49,2.06,2.31,1.25,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1071,10710002,-21.870483,152.184267,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2019,12/13/2010,4/16/2019,5,NA,161676.46,Sheltered,0.05,1,2.5,85.4,0.125,1.694967872,33.6753559,2.138550374,5.01791092,2.5,Gompertz_NLS,0.170512147,3.93,0.611441861,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.038854588,NA,NA,0.155588046,29.49,2.06,2.31,1.25,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1072,10720001,-21.867,152.186383,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1994,2002,11/20/1994,9/11/2002,9,NA,162082.06,Sheltered,0.05,1,28.48,62.17,0.166666667,0.103222313,72.76567472,0.304137137,3.736296063,28.48,Gompertz_NLS,0.198527349,3.57,0.575098062,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.103487383,NA,NA,0.155588046,29.86,2.05,18.5,1.25,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1072,10720002,-21.867,152.186383,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2019,12/13/2010,4/16/2019,5,NA,162082.06,Sheltered,0.05,1,0.3,82.9,0.125,1.760281561,25.95697186,1.09024999,3.838615583,0.3,Gompertz_NLS,0.170512147,3.93,0.611441861,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.038854588,NA,NA,0.155588046,29.86,2.05,18.5,1.25,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1073,10730001,-21.866933,152.526083,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2006,2013,1/9/2006,11/25/2013,5,NA,193918.68,Sheltered,0.07,0,3.4,94.1,0.083333333,0.286033912,NA,NA,NA,NA,Exp_NLS,0.12243309,1.6,0.356057246,0,0,1,61.73333333,1,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.144173799,NA,NA,0.155588046,30.12,1.98,4.27,1.54,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1074,10740001,-21.862583,152.18695,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1994,2002,11/20/1994,9/11/2002,9,NA,162444.32,Sheltered,0.05,1,28.44,63.7,0.166666667,0.120948196,70.1208545,0.367485413,2.976549186,28.44,Gompertz_NLS,0.198527349,3.57,0.575098062,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.103487383,NA,NA,0.155588046,29.86,2.05,18.5,1.25,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1074,10740002,-21.862583,152.18695,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2010,2019,12/13/2010,4/15/2019,5,NA,162444.32,Sheltered,0.05,1,0.7,88.2,0.125,0.24228841,NA,NA,NA,NA,Exp_NLS,0.170568144,3.93,0.611534475,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.038854588,NA,NA,0.155588046,29.86,2.05,18.5,1.25,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1075,10750001,-21.704267,152.5682,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,1994,2000,5/22/1994,9/5/2000,8,NA,205487.03,Exposed,0.06,0,23.23,35.22,0.125,0.048158615,34.15338107,0.345687854,2.174791842,23.23,Gompertz_NLS,0.084099217,1.63,0.310578396,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.109118087,NA,NA,0.155588046,29.42,1.93,11.36,7.16,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1075,10750003,-21.704267,152.5682,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2010,2017,12/8/2010,1/26/2017,4,NA,205487.03,Exposed,0.06,0,18.6,59,0.1,0.170168232,36.31177819,0.865935251,1.6914204,18.6,Gompertz_NLS,0.042052655,0.64,0.12234859,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.116625839,NA,NA,0.155588046,29.42,1.93,11.36,7.16,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1076,10760001,-21.703067,152.560433,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,1994,1999,5/22/1994,11/23/1999,7,NA,203803.23,Sometimes,0.06,0,24.93,29.2,0.125,0.054010322,34.75773531,0.697172848,2.522492385,24.93,Gompertz_NLS,0.096101442,1.63,0.330269478,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.109118087,NA,NA,0.155588046,29.89,1.94,11.36,7.16,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1076,10760002,-21.703067,152.560433,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2002,2017,9/9/2002,1/26/2017,9,NA,203803.23,Sometimes,0.06,0,3.8,68.27,0.09375,0.182522655,67.97700301,0.171976143,10.68818818,3.8,Gompertz_NLS,0.171968399,4.68,0.602801445,1,0,1,61.73333333,2,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.114473891,NA,NA,0.155588046,29.89,1.94,11.36,7.16,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1077,10770001,-21.702783,152.56405,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,1994,1996,5/22/1994,11/7/1996,4,NA,204168.67,Exposed,0.06,0,32.71,35.38,0.125,0.083532452,NA,NA,NA,NA,Exp_NLS,0.0448,0.48,0.138873843,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.109118087,NA,NA,0.155588046,29.89,1.94,11.36,7.16,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1077,10770002,-21.702783,152.56405,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2002,2017,9/9/2002,1/26/2017,9,NA,204168.67,Exposed,0.06,0,8.38,64.61,0.09375,0.09975445,100,0.102526771,15.35067651,8.38,Gompertz_NLS,0.171968399,4.68,0.602801445,1,0,1,61.73333333,2,0.011,0,29.568,0,-0.002,0,-1.197,0,64.30555556,NA,NA,NA,NA,0.114473891,NA,NA,0.155588046,29.89,1.94,11.36,7.16,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1078,10780001,-21.5403,152.547383,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2006,2009,1/13/2006,10/19/2009,3,NA,210632.87,Sheltered,0.06,0,9.2,36.5,0.083333333,0.143254054,NA,NA,NA,NA,Exp_NLS,0.207730909,1.69,0.448283578,0,0,1,63.01944444,1,0.011,0,29.568,0,-0.002,0,-1.197,0,66.87777778,NA,NA,NA,NA,0,NA,NA,0.155588046,31.33,1.92,11.23,1.79,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1078,10780002,-21.5403,152.547383,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2011,2013,11/24/2011,11/26/2013,2,NA,210632.87,Sheltered,0.06,0,11.7,59,0.097560976,0.048533534,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0,NA,NA,0.155588046,31.33,1.92,11.23,1.79,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1079,10790001,-21.539667,152.55165,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2008,2009,1/30/2008,10/19/2009,2,NA,211114.57,Sheltered,0.06,0,12.37,35.01,0.078947368,0.06299292,NA,NA,NA,NA,Exp_Equation,0.325063694,1.89,0.557019434,0,0,1,63.01944444,1,0.011,0,29.568,0,-0.002,0,-1.197,0,66.87777778,NA,NA,NA,NA,0.043733525,NA,NA,0.155588046,31.33,1.92,1.73,1.79,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1079,10790002,-21.539667,152.55165,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2011,2016,11/24/2011,1/12/2016,3,NA,211114.57,Sheltered,0.06,0,12,60.3,0.097560976,0.099729142,NA,NA,NA,NA,Exp_NLS,0.03918543,0.7,0.144771244,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.037474333,NA,NA,0.155588046,31.33,1.92,1.73,1.79,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1080,10800001,-21.539217,152.555767,Pacific,"Pompey & Swain Reefs, South-east GBR",Reef Slope,2011,2016,11/24/2011,1/12/2016,3,NA,211594.9,Sheltered,0.06,0,13.8,81,0.097560976,0.134402894,NA,NA,NA,NA,Exp_NLS,0.03918543,0.7,0.144771244,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.037474333,NA,NA,0.155588046,31.33,1.92,1.73,1.79,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1081,10810001,-21.469817,152.5665,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1994,1995,5/20/1994,11/23/1995,3,NA,216202.17,Sheltered,0.07,0,14.53,28.69,0.125,0.440698189,NA,NA,NA,NA,Exp_Equation,0.092826087,0.61,0.216732003,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.109183368,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1081,10810002,-21.469817,152.5665,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1996,2000,11/8/1996,9/3/2000,5,NA,216202.17,Sheltered,0.07,0,15.1,38.8,0.115384615,0.098311895,NA,NA,NA,NA,Exp_NLS,0.133512545,1.34,0.346203004,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.08596326,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1081,10810003,-21.469817,152.5665,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2001,2003,8/15/2001,10/20/2003,3,NA,216202.17,Sheltered,0.07,0,17.72,38.98,0.096774194,0.055455148,NA,NA,NA,NA,Exp_Equation,0.360452261,3.32,0.932875205,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.060965425,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1081,10810004,-21.469817,152.5665,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2004,2006,11/25/2004,11/11/2006,3,NA,216202.17,Sheltered,0.07,0,16.97,45.41,0.088235294,0.05848537,NA,NA,NA,NA,Exp_NLS,0.133715084,1.14,0.361506788,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.050800278,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1081,10810005,-21.469817,152.5665,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2008,2009,1/28/2008,10/17/2009,3,NA,216202.17,Sheltered,0.07,0,17.6,48.4,0.078947368,0.067471725,NA,NA,NA,NA,Exp_NLS,0.332707006,1.94,0.598083593,0,0,1,63.01944444,1,0.011,0,29.568,0,-0.002,0,-1.197,0,66.87777778,NA,NA,NA,NA,0.043744008,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1081,10810006,-21.469817,152.5665,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2011,2017,11/23/2011,1/25/2017,6,NA,216202.17,Sheltered,0.07,0,14.2,64.7,0.097560976,0.104272558,20.109,0.803001609,0.697156883,14.2,Gompertz_NLS,0.030666667,0.69,0.128119022,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.037478181,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1082,10820001,-21.469633,152.57005,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1994,1994,5/20/1994,11/11/1994,2,NA,216548.37,Sheltered,0.07,0,20.59,27.31,0.125,0.217443693,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.109183368,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1082,10820002,-21.469633,152.57005,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,1996,1999,11/8/1996,11/22/1999,4,NA,216548.37,Sheltered,0.07,0,17.32,31.7,0.115384615,0.179107874,23.84435584,1.971731167,0.685099739,17.32,Gompertz_NLS,0.167944094,1.34,0.380797084,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.08596326,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1082,10820003,-21.469633,152.57005,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2000,2001,9/3/2000,8/16/2001,2,NA,216548.37,Sheltered,0.07,0,20.13,33.76,0.1,0.277068531,NA,NA,NA,NA,Exp_Equation,0,0,0,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.06470484,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
1082,10820004,-21.469633,152.57005,Pacific,"Pompey & Swain Reefs, South-east GBR",Sheltered Reef Slope,2002,2004,9/8/2002,11/25/2004,3,NA,216548.37,Sheltered,0.07,0,23.55,54.71,0.09375,0.061235599,NA,NA,NA,NA,Exp_NLS,0.313572311,2.97,0.817189836,0,0,0,0,0,0.011,0,29.568,0,-0.002,0,-1.197,0,0,NA,NA,NA,NA,0.057245922,NA,NA,0.155588046,30.15,1.91,0.04,2.06,0.879,Australia,Australian Institute of Marine Science (AIMS) 2015
